customer_id,연월,count
AS354246,201804,8
AS356812,201804,8
AS359364,201804,1
AS363699,201804,3
AS365290,201804,6
AS369194,201804,8
AS369418,201804,6
AS371310,201804,1
AS373785,201804,1
AS374280,201804,8
AS377637,201804,9
AS383234,201804,4
AS385315,201804,6
AS386696,201804,3
AS390441,201804,6
AS394423,201804,6
AS399435,201804,4
AS404195,201804,7
AS404579,201804,7
AS410205,201804,2
AS412668,201804,7
AS417309,201804,1
AS417696,201804,4
AS428439,201804,2
AS430089,201804,6
AS430563,201804,5
AS435092,201804,3
AS436928,201804,2
AS448355,201804,2
AS450151,201804,9
AS453084,201804,8
AS453157,201804,2
AS453778,201804,5
AS454149,201804,4
AS458614,201804,7
AS460177,201804,2
AS460655,201804,4
AS460810,201804,5
AS462796,201804,7
AS462883,201804,6
AS462973,201804,8
AS466656,201804,8
AS467237,201804,7
AS467683,201804,4
AS468297,201804,4
AS470817,201804,5
AS473535,201804,5
AS475839,201804,5
AS476267,201804,6
AS477871,201804,1
AS480037,201804,2
AS488509,201804,6
AS491316,201804,4
AS491747,201804,10
AS494168,201804,12
AS495117,201804,6
AS499352,201804,7
AS499893,201804,4
AS501123,201804,7
AS502510,201804,8
AS506797,201804,7
AS509237,201804,9
AS512827,201804,4
AS515526,201804,6
AS515541,201804,9
AS515861,201804,3
AS516140,201804,6
AS516396,201804,7
AS518169,201804,6
AS529972,201804,6
AS531034,201804,9
AS534058,201804,3
AS535481,201804,4
AS543483,201804,1
AS546422,201804,8
AS546865,201804,6
AS547635,201804,10
AS548544,201804,8
AS550302,201804,8
AS552198,201804,6
AS554975,201804,6
AS563124,201804,5
AS569518,201804,9
AS571298,201804,5
AS574816,201804,4
AS575508,201804,4
AS575700,201804,3
AS581751,201804,8
AS582110,201804,1
AS582607,201804,4
AS584189,201804,7
AS586641,201804,3
AS587750,201804,5
AS588076,201804,6
AS588186,201804,5
AS589687,201804,8
AS594062,201804,4
AS603613,201804,3
AS614406,201804,6
AS614421,201804,7
AS618299,201804,7
AS621407,201804,6
AS621552,201804,4
AS622023,201804,9
AS625761,201804,7
AS625883,201804,3
AS627304,201804,10
AS628460,201804,1
AS628722,201804,9
AS632327,201804,8
AS634661,201804,3
AS636570,201804,8
AS637476,201804,4
AS639549,201804,8
AS642796,201804,5
AS645809,201804,8
AS647421,201804,2
AS648913,201804,8
AS649439,201804,6
AS650043,201804,7
AS656522,201804,5
AS660812,201804,6
AS662285,201804,7
AS662863,201804,5
AS670699,201804,8
AS671429,201804,4
AS676181,201804,4
AS677229,201804,3
AS677821,201804,6
AS679641,201804,5
AS693220,201804,4
AS699883,201804,9
AS700549,201804,1
AS700935,201804,8
AS703258,201804,7
AS704643,201804,4
AS706877,201804,9
AS707671,201804,5
AS712913,201804,2
AS716291,201804,7
AS717316,201804,2
AS719871,201804,10
AS721170,201804,7
AS723178,201804,1
AS726272,201804,9
AS726714,201804,4
AS727718,201804,6
AS732240,201804,2
AS734592,201804,8
AS734767,201804,4
AS736672,201804,4
AS741333,201804,7
AS742617,201804,2
AS744154,201804,8
AS756169,201804,6
AS756586,201804,5
AS756694,201804,1
AS758226,201804,6
AS761330,201804,7
AS766856,201804,7
AS771185,201804,6
AS771307,201804,7
AS772036,201804,8
AS776002,201804,5
AS777651,201804,3
AS779956,201804,5
AS781999,201804,9
AS786819,201804,4
AS790905,201804,3
AS795406,201804,3
AS798945,201804,6
AS799981,201804,8
AS800531,201804,7
AS811755,201804,6
AS812685,201804,5
AS814944,201804,2
AS818410,201804,4
AS823436,201804,10
AS824458,201804,5
AS826583,201804,2
AS828426,201804,1
AS834214,201804,3
AS834706,201804,5
AS838065,201804,8
AS840069,201804,9
AS842977,201804,3
AS844339,201804,4
AS846781,201804,5
AS857207,201804,6
AS860362,201804,9
AS866446,201804,5
AS867281,201804,4
AS868124,201804,6
AS868530,201804,5
AS869895,201804,4
AS870817,201804,5
AS873051,201804,6
AS875048,201804,5
AS879331,201804,7
AS886138,201804,8
AS886872,201804,8
AS888896,201804,3
AS890023,201804,3
AS896608,201804,4
AS897421,201804,9
AS902294,201804,7
AS913753,201804,2
AS914290,201804,4
AS917021,201804,3
AS918302,201804,6
AS920111,201804,10
AS924898,201804,9
AS925243,201804,1
AS926099,201804,4
AS926104,201804,3
AS928923,201804,5
AS929382,201804,1
AS929514,201804,9
AS931323,201804,2
AS931712,201804,4
AS933597,201804,4
AS934534,201804,4
AS936602,201804,5
AS938269,201804,3
AS941998,201804,8
AS942939,201804,4
AS945488,201804,6
AS946582,201804,2
AS950313,201804,4
AS957024,201804,4
AS961301,201804,5
AS963520,201804,9
AS969133,201804,5
AS970810,201804,6
AS977127,201804,7
AS978283,201804,3
AS980426,201804,4
AS981537,201804,6
AS984922,201804,4
AS988792,201804,5
AS988921,201804,4
AS992593,201804,8
AS992895,201804,9
AS994696,201804,7
AS995937,201804,8
AS997107,201804,9
AS998566,201804,7
GD001473,201804,7
GD001777,201804,3
GD004422,201804,4
GD009242,201804,7
GD010455,201804,7
GD012037,201804,8
GD020270,201804,3
GD022268,201804,1
GD024299,201804,6
GD025393,201804,5
GD029159,201804,3
GD032887,201804,9
GD038969,201804,6
GD039425,201804,7
GD040768,201804,5
GD045563,201804,6
GD049091,201804,3
GD057803,201804,3
GD059086,201804,6
GD064521,201804,7
GD065188,201804,7
GD067591,201804,6
GD069878,201804,5
GD070247,201804,5
GD080608,201804,6
GD081993,201804,3
GD082396,201804,6
GD083655,201804,5
GD084870,201804,3
GD085038,201804,6
GD086589,201804,2
GD086932,201804,3
GD087620,201804,5
GD094886,201804,5
GD095067,201804,2
GD098851,201804,10
GD099906,201804,7
GD100850,201804,6
GD106268,201804,5
GD106824,201804,3
GD109842,201804,7
GD110372,201804,8
GD112262,201804,10
GD114852,201804,9
GD115359,201804,5
GD115456,201804,7
GD125079,201804,7
GD126264,201804,3
GD126553,201804,4
GD134164,201804,6
GD138948,201804,5
GD139130,201804,7
GD141355,201804,5
GD141776,201804,6
GD149816,201804,4
GD151877,201804,8
GD152639,201804,3
GD155364,201804,4
GD161261,201804,6
GD163149,201804,5
GD163914,201804,4
GD164396,201804,6
GD165203,201804,8
GD171613,201804,6
GD172092,201804,9
GD172600,201804,6
GD173197,201804,5
GD174095,201804,2
GD174951,201804,5
GD176879,201804,8
GD181791,201804,5
GD182990,201804,4
GD183457,201804,5
GD191107,201804,3
GD191589,201804,5
GD194770,201804,5
GD198467,201804,6
GD206745,201804,8
GD210507,201804,8
GD212992,201804,5
GD214739,201804,3
GD216317,201804,5
GD221439,201804,4
GD223514,201804,7
GD227601,201804,5
GD228250,201804,7
GD230002,201804,7
GD230222,201804,9
GD235669,201804,5
GD238607,201804,4
GD238730,201804,7
GD257285,201804,4
GD257904,201804,5
GD258009,201804,5
GD261077,201804,5
GD262737,201804,8
GD266112,201804,3
GD269619,201804,3
GD280871,201804,1
GD283160,201804,2
GD283718,201804,3
GD289305,201804,2
GD292781,201804,3
GD295789,201804,7
GD296025,201804,7
GD296555,201804,1
GD297149,201804,2
GD298325,201804,4
GD306378,201804,8
GD311895,201804,8
GD316957,201804,5
GD323300,201804,4
GD323923,201804,3
GD325128,201804,3
GD325851,201804,10
GD326524,201804,7
GD332587,201804,1
GD332889,201804,4
GD341063,201804,8
GD343618,201804,6
GD350258,201804,1
GD350549,201804,7
GD360440,201804,4
GD361244,201804,3
GD362521,201804,4
GD364043,201804,5
GD366297,201804,7
GD370248,201804,2
GD373372,201804,8
GD375438,201804,4
GD376049,201804,8
GD378149,201804,11
GD381952,201804,7
GD382390,201804,4
GD387236,201804,6
GD390290,201804,11
GD390442,201804,1
GD394435,201804,5
GD398206,201804,7
GD401034,201804,4
GD401728,201804,8
GD406715,201804,7
GD408230,201804,10
GD411680,201804,5
GD413362,201804,7
GD418230,201804,8
GD420163,201804,1
GD428351,201804,3
GD434239,201804,4
GD437531,201804,3
GD438627,201804,8
GD439332,201804,4
GD452640,201804,8
GD454723,201804,2
GD455671,201804,5
GD459648,201804,9
GD462611,201804,4
GD470986,201804,3
GD471767,201804,8
GD475433,201804,9
GD477802,201804,8
GD479069,201804,6
GD479253,201804,8
GD479679,201804,3
GD484864,201804,8
GD489148,201804,5
GD489678,201804,5
GD492710,201804,6
GD513608,201804,9
GD516585,201804,5
GD518115,201804,6
GD531348,201804,11
GD531554,201804,4
GD536257,201804,4
GD537137,201804,7
GD537233,201804,8
GD555235,201804,4
GD558480,201804,4
GD563129,201804,5
GD563242,201804,13
GD573130,201804,1
GD574013,201804,6
GD574177,201804,7
GD574697,201804,3
GD574867,201804,7
GD574913,201804,4
GD575423,201804,9
GD582469,201804,7
GD585679,201804,6
GD587474,201804,8
GD589615,201804,5
GD598089,201804,4
GD600460,201804,1
GD614242,201804,6
GD615902,201804,6
GD619319,201804,8
GD620721,201804,5
GD620805,201804,6
GD622254,201804,5
GD623309,201804,7
GD624477,201804,3
GD628310,201804,7
GD631254,201804,6
GD635322,201804,5
GD635509,201804,6
GD638385,201804,3
GD639016,201804,3
GD639344,201804,2
GD639619,201804,9
GD640316,201804,3
GD646501,201804,10
GD648354,201804,6
GD649455,201804,6
GD655061,201804,1
GD665518,201804,7
GD670693,201804,6
GD671138,201804,2
GD672003,201804,6
GD672303,201804,7
GD673835,201804,3
GD676928,201804,8
GD687485,201804,5
GD687670,201804,6
GD691243,201804,6
GD693914,201804,5
GD695696,201804,3
GD699747,201804,7
GD699826,201804,7
GD700587,201804,7
GD700613,201804,2
GD701512,201804,5
GD703244,201804,6
GD703449,201804,5
GD705390,201804,3
GD710390,201804,4
GD711631,201804,2
GD716223,201804,11
GD719026,201804,9
GD719151,201804,7
GD721751,201804,7
GD725111,201804,1
GD728611,201804,5
GD728833,201804,2
GD733240,201804,5
GD735013,201804,6
GD741058,201804,5
GD749335,201804,9
GD754725,201804,3
GD761011,201804,8
GD762120,201804,3
GD762671,201804,12
GD763218,201804,3
GD763258,201804,3
GD766190,201804,5
GD768522,201804,6
GD768855,201804,4
GD770166,201804,1
GD781025,201804,4
GD784657,201804,8
GD788407,201804,6
GD788422,201804,6
GD796301,201804,7
GD804357,201804,4
GD806895,201804,7
GD807714,201804,9
GD809807,201804,7
GD809947,201804,10
GD812059,201804,6
GD812702,201804,6
GD812922,201804,7
GD813654,201804,2
GD825223,201804,7
GD837157,201804,6
GD840219,201804,2
GD843424,201804,3
GD843695,201804,5
GD844529,201804,5
GD849803,201804,2
GD852474,201804,6
GD859439,201804,3
GD862018,201804,3
GD862639,201804,3
GD866704,201804,7
GD868389,201804,6
GD868574,201804,3
GD869479,201804,8
GD870808,201804,8
GD873389,201804,4
GD876521,201804,9
GD877201,201804,9
GD879805,201804,6
GD881679,201804,2
GD883603,201804,5
GD885447,201804,9
GD886475,201804,3
GD887148,201804,6
GD897249,201804,9
GD900956,201804,2
GD903830,201804,6
GD908843,201804,5
GD911889,201804,8
GD912745,201804,6
GD914874,201804,4
GD915723,201804,6
GD921810,201804,7
GD930782,201804,6
GD933293,201804,3
GD934041,201804,3
GD943344,201804,9
GD946202,201804,4
GD947493,201804,4
GD951332,201804,8
GD960674,201804,10
GD962470,201804,7
GD964685,201804,4
GD966172,201804,3
GD967749,201804,5
GD968549,201804,4
GD969310,201804,4
GD970368,201804,5
GD972640,201804,6
GD973384,201804,8
GD975752,201804,6
GD979485,201804,7
GD987989,201804,8
GD994213,201804,1
GD998772,201804,9
HD000022,201804,4
HD003152,201804,5
HD006808,201804,6
HD012547,201804,5
HD012845,201804,5
HD014166,201804,6
HD019297,201804,4
HD020326,201804,6
HD024127,201804,6
HD030810,201804,4
HD032015,201804,7
HD035366,201804,7
HD035838,201804,7
HD037991,201804,3
HD044222,201804,4
HD044319,201804,5
HD048025,201804,4
HD052411,201804,6
HD052466,201804,7
HD053694,201804,8
HD055368,201804,8
HD055792,201804,7
HD056820,201804,6
HD068817,201804,8
HD069512,201804,3
HD069655,201804,9
HD069769,201804,9
HD070115,201804,2
HD074397,201804,4
HD074404,201804,7
HD079011,201804,4
HD084175,201804,5
HD089565,201804,4
HD094887,201804,1
HD095957,201804,4
HD096925,201804,4
HD096953,201804,6
HD099859,201804,4
HD101700,201804,3
HD101792,201804,5
HD104614,201804,8
HD109539,201804,7
HD112851,201804,7
HD113386,201804,4
HD117235,201804,6
HD120698,201804,6
HD121067,201804,8
HD124235,201804,4
HD124700,201804,5
HD126441,201804,5
HD134052,201804,4
HD134433,201804,1
HD134597,201804,3
HD137947,201804,6
HD139654,201804,6
HD140190,201804,7
HD145501,201804,4
HD146199,201804,10
HD147072,201804,8
HD148659,201804,5
HD155154,201804,6
HD156305,201804,9
HD160543,201804,11
HD165212,201804,6
HD167407,201804,8
HD171678,201804,1
HD176214,201804,3
HD177050,201804,5
HD182637,201804,2
HD184011,201804,6
HD186795,201804,5
HD188491,201804,5
HD194702,201804,3
HD200554,201804,3
HD200782,201804,6
HD203527,201804,8
HD206448,201804,7
HD210141,201804,7
HD214175,201804,7
HD216701,201804,6
HD218552,201804,10
HD218670,201804,2
HD218970,201804,8
HD242691,201804,8
HD244526,201804,6
HD245568,201804,7
HD250394,201804,3
HD252906,201804,4
HD253398,201804,2
HD256907,201804,6
HD262708,201804,2
HD262908,201804,2
HD263348,201804,8
HD264361,201804,5
HD268516,201804,4
HD268534,201804,9
HD272401,201804,8
HD277392,201804,8
HD280205,201804,3
HD281795,201804,5
HD285695,201804,6
HD287652,201804,4
HD289026,201804,7
HD290947,201804,7
HD292217,201804,5
HD293656,201804,8
HD294856,201804,1
HD295267,201804,10
HD295608,201804,6
HD296157,201804,2
HD296847,201804,4
HD298120,201804,5
HD305029,201804,3
HD307544,201804,4
HD309501,201804,5
HD312137,201804,4
HD313841,201804,5
HD314081,201804,10
HD315748,201804,8
HD316308,201804,5
HD319220,201804,5
HD320060,201804,7
HD321275,201804,8
HD321813,201804,9
HD327348,201804,6
HD327582,201804,7
HD332594,201804,5
HD333051,201804,9
HD333063,201804,3
HD333544,201804,6
HD333962,201804,4
HD335580,201804,3
HD338262,201804,2
HD338928,201804,4
HD344670,201804,2
HD344852,201804,3
HD348931,201804,6
HD349501,201804,6
HD351145,201804,7
HD351414,201804,5
HD359876,201804,9
HD361714,201804,6
HD364928,201804,7
HD364970,201804,11
HD369528,201804,7
HD372669,201804,5
HD374247,201804,6
HD376302,201804,6
HD378274,201804,5
HD379875,201804,6
HD385904,201804,2
HD387344,201804,4
HD391766,201804,2
HD394739,201804,9
HD397050,201804,4
HD402002,201804,9
HD403941,201804,9
HD405727,201804,5
HD408536,201804,8
HD410257,201804,3
HD412914,201804,4
HD424190,201804,4
HD426886,201804,10
HD430949,201804,5
HD432390,201804,4
HD434034,201804,5
HD434417,201804,7
HD435871,201804,3
HD436260,201804,5
HD437482,201804,8
HD453100,201804,7
HD453390,201804,6
HD454734,201804,7
HD455858,201804,3
HD456541,201804,6
HD457136,201804,7
HD458438,201804,4
HD459783,201804,5
HD460027,201804,8
HD465982,201804,8
HD467920,201804,8
HD471103,201804,7
HD472052,201804,4
HD472114,201804,3
HD475088,201804,8
HD476406,201804,8
HD476620,201804,6
HD477288,201804,5
HD478215,201804,8
HD484088,201804,3
HD487840,201804,7
HD487976,201804,8
HD491284,201804,8
HD492524,201804,1
HD493357,201804,9
HD498491,201804,8
HD508159,201804,3
HD509061,201804,9
HD509520,201804,8
HD511288,201804,5
HD513936,201804,2
HD516059,201804,3
HD523855,201804,9
HD528660,201804,5
HD530464,201804,2
HD532552,201804,5
HD537011,201804,7
HD537465,201804,6
HD541285,201804,6
HD542886,201804,1
HD544369,201804,3
HD550869,201804,4
HD552859,201804,8
HD557689,201804,6
HD559223,201804,5
HD561131,201804,5
HD561337,201804,2
HD561717,201804,6
HD566204,201804,4
HD567544,201804,3
HD571515,201804,6
HD572934,201804,5
HD573624,201804,5
HD574185,201804,4
HD576900,201804,4
HD580454,201804,10
HD581148,201804,7
HD587331,201804,9
HD595882,201804,10
HD597545,201804,4
HD600586,201804,9
HD611284,201804,6
HD617077,201804,1
HD618344,201804,10
HD619719,201804,4
HD620437,201804,9
HD623640,201804,7
HD624279,201804,6
HD625027,201804,5
HD625038,201804,5
HD631824,201804,7
HD634356,201804,7
HD634523,201804,7
HD640143,201804,11
HD642174,201804,8
HD643188,201804,8
HD647688,201804,7
HD649306,201804,3
HD651604,201804,11
HD652153,201804,1
HD653952,201804,4
HD660433,201804,6
HD661448,201804,5
HD666225,201804,5
HD666936,201804,11
HD671982,201804,5
HD672719,201804,5
HD673900,201804,9
HD677309,201804,6
HD677310,201804,10
HD685879,201804,6
HD691471,201804,10
HD691675,201804,7
HD692017,201804,6
HD693609,201804,10
HD699115,201804,4
HD703830,201804,6
HD707231,201804,9
HD708558,201804,5
HD710658,201804,8
HD712372,201804,10
HD715012,201804,7
HD717249,201804,10
HD719737,201804,8
HD720343,201804,4
HD721014,201804,6
HD722558,201804,11
HD722956,201804,6
HD725527,201804,3
HD727444,201804,8
HD727632,201804,8
HD730447,201804,4
HD733934,201804,6
HD734129,201804,6
HD734433,201804,6
HD739338,201804,6
HD742096,201804,5
HD743252,201804,6
HD744684,201804,9
HD745359,201804,7
HD747377,201804,4
HD749546,201804,6
HD753835,201804,5
HD759692,201804,7
HD760983,201804,6
HD762188,201804,3
HD765436,201804,8
HD765554,201804,10
HD766838,201804,8
HD767334,201804,7
HD767925,201804,4
HD768386,201804,5
HD769845,201804,7
HD771279,201804,5
HD772140,201804,5
HD775663,201804,5
HD777083,201804,7
HD778015,201804,5
HD782984,201804,7
HD788375,201804,7
HD792156,201804,7
HD793729,201804,7
HD799859,201804,7
HD801142,201804,2
HD801821,201804,6
HD802058,201804,5
HD802475,201804,3
HD805772,201804,3
HD807397,201804,3
HD807553,201804,4
HD809345,201804,8
HD810948,201804,6
HD812799,201804,5
HD814444,201804,12
HD819739,201804,3
HD822643,201804,4
HD822984,201804,8
HD823097,201804,2
HD824079,201804,8
HD826767,201804,5
HD831023,201804,6
HD834340,201804,4
HD834387,201804,8
HD837482,201804,8
HD842881,201804,7
HD845119,201804,2
HD845666,201804,6
HD845983,201804,6
HD847713,201804,4
HD848426,201804,7
HD849426,201804,6
HD852520,201804,8
HD853800,201804,7
HD858116,201804,9
HD862235,201804,4
HD862369,201804,2
HD862903,201804,4
HD864300,201804,6
HD867363,201804,8
HD867526,201804,5
HD874104,201804,5
HD875558,201804,6
HD876492,201804,9
HD877359,201804,6
HD882805,201804,2
HD888412,201804,6
HD893022,201804,6
HD893931,201804,6
HD894390,201804,2
HD894637,201804,3
HD896542,201804,5
HD901734,201804,7
HD903528,201804,5
HD907996,201804,5
HD914078,201804,3
HD920211,201804,4
HD921002,201804,6
HD925731,201804,6
HD935075,201804,5
HD944583,201804,6
HD952062,201804,2
HD952315,201804,5
HD957073,201804,5
HD957429,201804,8
HD959899,201804,4
HD961587,201804,5
HD964603,201804,2
HD973885,201804,4
HD974505,201804,4
HD981197,201804,7
HD981504,201804,2
HD981821,201804,6
HD981950,201804,5
HD982676,201804,2
HD982934,201804,7
HD984626,201804,4
HD984838,201804,6
HD988129,201804,5
HD995428,201804,6
HD997786,201804,9
HI001877,201804,7
HI003514,201804,3
HI013994,201804,3
HI014891,201804,12
HI015767,201804,9
HI020083,201804,3
HI020478,201804,8
HI024535,201804,8
HI027437,201804,9
HI035448,201804,2
HI047229,201804,3
HI048967,201804,8
HI049184,201804,8
HI050493,201804,3
HI056567,201804,8
HI059355,201804,7
HI060044,201804,1
HI061526,201804,2
HI066401,201804,3
HI069246,201804,3
HI069935,201804,4
HI072340,201804,6
HI073600,201804,7
HI084482,201804,5
HI085532,201804,7
HI086872,201804,4
HI088281,201804,7
HI088451,201804,5
HI089467,201804,6
HI092194,201804,6
HI098767,201804,5
HI100579,201804,1
HI101829,201804,10
HI104906,201804,5
HI106422,201804,7
HI107999,201804,7
HI108402,201804,1
HI109765,201804,4
HI113055,201804,3
HI121657,201804,8
HI128243,201804,3
HI128344,201804,4
HI140097,201804,10
HI140455,201804,1
HI142283,201804,5
HI142296,201804,5
HI142388,201804,6
HI142725,201804,2
HI145167,201804,9
HI146430,201804,5
HI147428,201804,3
HI150416,201804,7
HI150906,201804,5
HI151205,201804,3
HI151334,201804,6
HI151922,201804,2
HI153809,201804,4
HI155985,201804,4
HI158085,201804,6
HI161247,201804,7
HI162012,201804,6
HI162853,201804,5
HI166285,201804,2
HI168292,201804,4
HI169357,201804,7
HI169908,201804,1
HI173027,201804,6
HI174281,201804,10
HI181600,201804,5
HI181798,201804,5
HI183239,201804,7
HI183246,201804,5
HI184156,201804,8
HI184733,201804,5
HI188968,201804,4
HI193026,201804,1
HI195873,201804,10
HI196175,201804,4
HI201295,201804,8
HI201910,201804,2
HI207536,201804,7
HI207932,201804,4
HI213334,201804,6
HI215420,201804,4
HI216184,201804,4
HI216412,201804,3
HI227285,201804,4
HI228454,201804,4
HI229277,201804,5
HI233749,201804,7
HI235051,201804,2
HI237883,201804,9
HI238760,201804,6
HI244067,201804,7
HI245631,201804,3
HI245995,201804,6
HI246799,201804,6
HI246920,201804,6
HI247770,201804,10
HI248417,201804,1
HI253328,201804,9
HI263548,201804,5
HI263602,201804,7
HI265189,201804,3
HI270880,201804,2
HI272887,201804,7
HI273985,201804,6
HI275161,201804,5
HI288209,201804,4
HI292376,201804,3
HI292442,201804,6
HI292858,201804,6
HI297129,201804,5
HI302801,201804,7
HI305974,201804,6
HI311281,201804,6
HI321252,201804,8
HI322689,201804,8
HI323901,201804,3
HI324110,201804,3
HI324381,201804,8
HI324666,201804,7
HI328204,201804,5
HI331377,201804,10
HI331484,201804,5
HI337186,201804,2
HI337854,201804,5
HI338198,201804,5
HI338427,201804,7
HI339146,201804,5
HI342075,201804,6
HI349563,201804,6
HI352145,201804,3
HI355741,201804,4
HI360754,201804,5
HI361018,201804,2
HI363056,201804,7
HI367242,201804,8
HI368031,201804,10
HI373091,201804,3
HI373547,201804,2
HI374524,201804,8
HI375298,201804,4
HI376364,201804,3
HI377541,201804,7
HI378471,201804,4
HI383326,201804,5
HI387953,201804,5
HI388582,201804,6
HI388967,201804,6
HI390909,201804,4
HI392766,201804,3
HI393943,201804,6
HI394229,201804,6
HI402317,201804,7
HI402432,201804,7
HI402688,201804,8
HI403116,201804,8
HI403631,201804,7
HI405166,201804,5
HI405294,201804,7
HI405733,201804,8
HI412057,201804,4
HI421707,201804,6
HI421757,201804,8
HI428108,201804,4
HI429448,201804,5
HI431223,201804,8
HI441426,201804,6
HI442697,201804,7
HI443421,201804,3
HI450069,201804,7
HI456699,201804,7
HI457483,201804,3
HI459439,201804,7
HI466749,201804,5
HI467357,201804,3
HI468152,201804,4
HI468227,201804,5
HI470508,201804,4
HI471204,201804,3
HI475753,201804,8
HI477055,201804,5
HI477508,201804,4
HI481405,201804,4
HI483820,201804,5
HI486531,201804,7
HI488123,201804,6
HI488259,201804,8
HI491504,201804,2
HI491991,201804,9
HI492596,201804,4
HI493527,201804,6
HI494466,201804,6
HI499195,201804,2
HI500662,201804,7
HI501312,201804,4
HI501814,201804,6
HI505696,201804,6
HI506119,201804,2
HI515080,201804,9
HI516704,201804,6
HI518408,201804,4
HI521002,201804,4
HI525146,201804,1
HI525283,201804,4
HI525851,201804,5
HI527630,201804,4
HI529562,201804,6
HI531972,201804,4
HI539181,201804,8
HI543206,201804,3
HI549569,201804,4
HI551380,201804,5
HI554088,201804,4
HI555012,201804,8
HI557133,201804,5
HI557617,201804,4
HI559946,201804,7
HI561218,201804,9
HI563460,201804,9
HI564909,201804,4
HI567520,201804,7
HI570258,201804,11
HI570349,201804,7
HI573797,201804,8
HI574446,201804,7
HI576699,201804,5
HI576763,201804,3
HI580283,201804,5
HI582217,201804,5
HI583705,201804,2
HI584203,201804,4
HI585606,201804,7
HI592803,201804,4
HI595550,201804,7
HI596179,201804,11
HI598974,201804,3
HI599756,201804,1
HI599889,201804,10
HI599892,201804,4
HI602995,201804,8
HI604733,201804,4
HI606225,201804,8
HI606358,201804,11
HI606562,201804,7
HI607042,201804,7
HI614861,201804,4
HI615379,201804,5
HI618824,201804,4
HI628557,201804,6
HI629862,201804,2
HI630523,201804,5
HI630678,201804,6
HI631124,201804,6
HI635742,201804,3
HI635804,201804,10
HI636571,201804,6
HI636994,201804,8
HI637417,201804,8
HI637811,201804,9
HI639424,201804,3
HI639915,201804,4
HI643983,201804,8
HI648498,201804,5
HI650178,201804,2
HI650765,201804,3
HI652401,201804,5
HI652550,201804,6
HI653573,201804,5
HI654756,201804,5
HI655649,201804,5
HI658527,201804,3
HI664739,201804,7
HI665074,201804,3
HI673538,201804,8
HI683278,201804,4
HI693441,201804,7
HI697849,201804,6
HI698264,201804,7
HI699568,201804,4
HI702171,201804,6
HI708658,201804,3
HI713218,201804,4
HI713224,201804,4
HI717281,201804,4
HI720107,201804,5
HI720757,201804,2
HI728364,201804,3
HI728754,201804,7
HI735675,201804,9
HI735866,201804,4
HI736424,201804,1
HI737185,201804,4
HI739497,201804,6
HI740503,201804,7
HI749296,201804,3
HI752359,201804,4
HI754520,201804,5
HI755073,201804,6
HI755349,201804,2
HI764799,201804,5
HI765956,201804,6
HI769940,201804,4
HI770890,201804,5
HI777528,201804,4
HI777712,201804,4
HI778223,201804,4
HI779743,201804,1
HI791682,201804,2
HI792024,201804,6
HI795669,201804,5
HI798295,201804,8
