customer_id,gender,start_date,end_date,is_deleted,class,class_name,campaign_id,campaign_name,mean,median,max,min,routine_flg,calc_date,membership_period
PL152568,F,2015-05-01,,0,C03,2_야간,CA1,2_일반,4.666666666666667,5.0,8,2,1,2019-04-30,47
GD967749,F,2015-05-01,,0,C01,0_종일,CA1,2_일반,4.666666666666667,4.5,8,3,1,2019-04-30,47
HI635742,F,2015-05-01,,0,C02,1_주간,CA1,2_일반,4.416666666666667,4.5,6,2,1,2019-04-30,47
AS970810,F,2015-05-01,,0,C03,2_야간,CA1,2_일반,4.333333333333333,4.0,6,2,1,2019-04-30,47
GD163149,M,2015-05-01,,0,C03,2_야간,CA1,2_일반,4.916666666666667,5.0,8,2,1,2019-04-30,47
HD124700,M,2015-05-01,,0,C01,0_종일,CA1,2_일반,4.5,4.0,8,2,1,2019-04-30,47
HD349501,F,2015-05-01,,0,C01,0_종일,CA1,2_일반,4.833333333333333,5.0,8,1,1,2019-04-30,47
GD126553,M,2015-05-01,,0,C01,0_종일,CA1,2_일반,5.333333333333333,5.0,8,3,1,2019-04-30,47
AS926104,F,2015-05-01,,0,C03,2_야간,CA1,2_일반,4.416666666666667,4.5,6,3,1,2019-04-30,47
GD360440,M,2015-05-01,,0,C03,2_야간,CA1,2_일반,4.5,5.0,6,1,1,2019-04-30,47
IK701555,F,2015-05-01,,0,C02,1_주간,CA1,2_일반,4.75,5.0,6,1,1,2019-04-30,47
AS777651,M,2015-05-01,,0,C01,0_종일,CA1,2_일반,4.166666666666667,3.5,7,2,1,2019-04-30,47
PL241896,F,2015-05-01,,0,C03,2_야간,CA1,2_일반,4.333333333333333,4.0,7,2,1,2019-04-30,47
PL920046,F,2015-05-01,,0,C02,1_주간,CA1,2_일반,4.333333333333333,4.0,8,2,1,2019-04-30,47
PL367795,F,2015-06-01,,0,C01,0_종일,CA1,2_일반,3.4166666666666665,4.0,7,1,1,2019-04-30,46
HI324110,M,2015-06-01,,0,C01,0_종일,CA1,2_일반,3.4166666666666665,3.0,7,1,1,2019-04-30,46
OA630902,M,2015-06-01,,0,C03,2_야간,CA1,2_일반,4.666666666666667,5.0,8,3,1,2019-04-30,46
GD292781,F,2015-06-01,,0,C02,1_주간,CA1,2_일반,4.666666666666667,5.0,7,2,1,2019-04-30,46
PL912172,M,2015-06-01,,0,C03,2_야간,CA1,2_일반,4.5,4.5,7,2,1,2019-04-30,46
HI582217,M,2015-06-01,,0,C01,0_종일,CA1,2_일반,4.666666666666667,4.5,7,3,1,2019-04-30,46
TS038130,M,2015-06-01,,0,C03,2_야간,CA1,2_일반,4.75,5.0,7,2,1,2019-04-30,46
TS200932,F,2015-06-01,,0,C01,0_종일,CA1,2_일반,4.916666666666667,5.0,7,2,1,2019-04-30,46
GD728611,F,2015-06-01,,0,C02,1_주간,CA1,2_일반,3.8333333333333335,3.5,6,1,1,2019-04-30,46
HI525851,M,2015-06-01,,0,C03,2_야간,CA1,2_일반,4.833333333333333,4.5,8,2,1,2019-04-30,46
PL540895,M,2015-06-01,,0,C03,2_야간,CA1,2_일반,4.666666666666667,4.5,7,2,1,2019-04-30,46
PL410964,M,2015-06-01,,0,C01,0_종일,CA1,2_일반,4.25,4.0,7,1,1,2019-04-30,46
HI728364,M,2015-06-01,,0,C01,0_종일,CA1,2_일반,4.25,4.0,7,2,1,2019-04-30,46
HI373547,F,2015-06-01,,0,C01,0_종일,CA1,2_일반,4.0,3.0,8,2,1,2019-04-30,46
GD489678,M,2015-06-01,,0,C01,0_종일,CA1,2_일반,4.75,4.5,9,2,1,2019-04-30,46
OA504016,M,2015-06-01,,0,C03,2_야간,CA1,2_일반,3.8333333333333335,4.0,6,2,1,2019-04-30,46
IK124414,M,2015-06-01,,0,C03,2_야간,CA1,2_일반,5.083333333333333,5.0,8,4,1,2019-04-30,46
IK351897,M,2015-06-01,,0,C02,1_주간,CA1,2_일반,4.333333333333333,4.0,8,2,1,2019-04-30,46
TS273269,M,2015-06-01,,0,C03,2_야간,CA1,2_일반,3.1666666666666665,3.5,5,1,1,2019-04-30,46
IK055692,M,2015-06-01,,0,C01,0_종일,CA1,2_일반,5.666666666666667,5.5,7,5,1,2019-04-30,46
TS035920,M,2015-06-01,,0,C01,0_종일,CA1,2_일반,4.75,5.0,7,2,1,2019-04-30,46
GD555235,F,2015-06-01,,0,C03,2_야간,CA1,2_일반,4.333333333333333,4.5,7,1,1,2019-04-30,46
AS099984,F,2015-06-01,,0,C01,0_종일,CA1,2_일반,4.5,4.5,7,2,1,2019-04-30,46
TS471939,M,2015-06-01,,0,C01,0_종일,CA1,2_일반,4.916666666666667,5.0,7,3,1,2019-04-30,46
OA931227,F,2015-06-01,,0,C02,1_주간,CA1,2_일반,4.5,5.0,6,3,1,2019-04-30,46
HD455858,M,2015-06-01,,0,C03,2_야간,CA1,2_일반,4.916666666666667,5.0,7,3,1,2019-04-30,46
PL487301,M,2015-06-01,,0,C01,0_종일,CA1,2_일반,4.583333333333333,5.0,6,1,1,2019-04-30,46
GD813654,M,2015-06-01,,0,C03,2_야간,CA1,2_일반,4.5,5.0,8,1,1,2019-04-30,46
HD378274,M,2015-06-01,,0,C03,2_야간,CA1,2_일반,4.333333333333333,4.5,6,2,1,2019-04-30,46
OA236156,F,2015-06-01,,0,C01,0_종일,CA1,2_일반,4.083333333333333,3.5,8,2,1,2019-04-30,46
PL889178,F,2015-06-01,,0,C02,1_주간,CA1,2_일반,3.75,4.0,5,1,1,2019-04-30,46
OA776086,F,2015-06-01,,0,C03,2_야간,CA1,2_일반,3.5,3.5,5,2,1,2019-04-30,46
AS677821,M,2015-06-01,,0,C01,0_종일,CA1,2_일반,3.9166666666666665,4.0,6,2,1,2019-04-30,46
OA818666,F,2015-06-01,,0,C02,1_주간,CA1,2_일반,5.083333333333333,4.0,9,3,1,2019-04-30,46
PL342449,F,2015-06-01,,0,C02,1_주간,CA1,2_일반,4.166666666666667,4.0,7,1,1,2019-04-30,46
PL825454,M,2015-06-01,,0,C01,0_종일,CA1,2_일반,4.416666666666667,4.0,7,3,1,2019-04-30,46
TS437647,M,2015-06-01,,0,C02,1_주간,CA1,2_일반,4.666666666666667,5.0,8,1,1,2019-04-30,46
HI146430,M,2015-06-01,,0,C01,0_종일,CA1,2_일반,4.583333333333333,5.0,8,1,1,2019-04-30,46
GD437531,M,2015-06-01,,0,C01,0_종일,CA1,2_일반,4.416666666666667,4.5,7,1,1,2019-04-30,46
OA103624,M,2015-06-01,,0,C01,0_종일,CA1,2_일반,5.166666666666667,5.0,8,3,1,2019-04-30,46
OA933190,M,2015-06-01,,0,C01,0_종일,CA1,2_일반,4.583333333333333,4.5,7,3,1,2019-04-30,46
IK624416,F,2015-06-01,,0,C03,2_야간,CA1,2_일반,4.083333333333333,4.0,7,3,1,2019-04-30,46
GD212992,F,2015-06-01,,0,C03,2_야간,CA1,2_일반,5.25,5.0,9,3,1,2019-04-30,46
IK999272,M,2015-06-01,,0,C01,0_종일,CA1,2_일반,3.9166666666666665,4.0,5,2,1,2019-04-30,46
GD163914,F,2015-06-01,,0,C01,0_종일,CA1,2_일반,3.8333333333333335,4.0,5,1,1,2019-04-30,46
PL400479,F,2015-06-01,,0,C03,2_야간,CA1,2_일반,4.166666666666667,4.0,6,2,1,2019-04-30,46
PL942936,M,2015-06-01,,0,C01,0_종일,CA1,2_일반,4.583333333333333,5.0,6,3,1,2019-04-30,46
IK006139,M,2015-06-01,,0,C01,0_종일,CA1,2_일반,5.333333333333333,5.0,8,3,1,2019-04-30,46
IK902787,F,2015-06-01,,0,C01,0_종일,CA1,2_일반,4.083333333333333,4.5,6,2,1,2019-04-30,46
PL815569,F,2015-06-01,,0,C02,1_주간,CA1,2_일반,4.25,4.5,6,2,1,2019-04-30,46
HI216184,M,2015-06-01,,0,C01,0_종일,CA1,2_일반,4.0,4.0,7,2,1,2019-04-30,46
HI965956,M,2015-06-01,,0,C01,0_종일,CA1,2_일반,4.666666666666667,5.0,6,3,1,2019-04-30,46
OA225076,M,2015-06-01,,0,C01,0_종일,CA1,2_일반,4.333333333333333,4.5,7,1,1,2019-04-30,46
TS106731,M,2015-06-01,,0,C03,2_야간,CA1,2_일반,4.416666666666667,5.0,7,2,1,2019-04-30,46
HI228454,F,2015-06-01,,0,C02,1_주간,CA1,2_일반,4.583333333333333,4.0,8,2,1,2019-04-30,46
HI900494,M,2015-06-01,,0,C03,2_야간,CA1,2_일반,5.75,6.0,8,3,1,2019-04-30,46
PL456313,F,2015-06-01,,0,C01,0_종일,CA1,2_일반,3.75,3.5,8,1,1,2019-04-30,46
PL779242,F,2015-06-01,,0,C01,0_종일,CA1,2_일반,4.5,4.0,6,3,1,2019-04-30,46
TS959961,F,2015-06-01,,0,C03,2_야간,CA1,2_일반,5.0,5.0,7,3,1,2019-04-30,46
AS099118,M,2015-06-01,,0,C01,0_종일,CA1,2_일반,4.5,5.0,6,1,1,2019-04-30,46
IK331136,F,2015-06-01,,0,C02,1_주간,CA1,2_일반,4.416666666666667,4.0,6,2,1,2019-04-30,46
AS834706,M,2015-06-01,,0,C01,0_종일,CA1,2_일반,4.75,5.0,7,3,1,2019-04-30,46
TS179365,M,2015-06-01,,0,C03,2_야간,CA1,2_일반,3.9166666666666665,4.0,6,2,1,2019-04-30,46
AS614421,M,2015-06-01,,0,C01,0_종일,CA1,2_일반,5.083333333333333,5.5,7,3,1,2019-04-30,46
OA747936,M,2015-06-01,,0,C01,0_종일,CA1,2_일반,5.25,5.0,8,3,1,2019-04-30,46
PL494564,M,2015-06-01,,0,C03,2_야간,CA1,2_일반,4.416666666666667,4.0,7,3,1,2019-04-30,46
AS299544,M,2015-06-01,,0,C01,0_종일,CA1,2_일반,4.083333333333333,4.0,6,2,1,2019-04-30,46
OA261861,M,2015-06-01,,0,C02,1_주간,CA1,2_일반,5.416666666666667,5.5,8,1,1,2019-04-30,46
HD120698,F,2015-06-01,,0,C01,0_종일,CA1,2_일반,4.833333333333333,5.0,7,3,1,2019-04-30,46
HI328204,F,2015-07-01,,0,C02,1_주간,CA1,2_일반,5.083333333333333,5.5,8,2,1,2019-04-30,45
IK695797,M,2015-07-01,,0,C02,1_주간,CA1,2_일반,3.8333333333333335,4.5,6,1,1,2019-04-30,45
HI778223,M,2015-07-01,,0,C03,2_야간,CA1,2_일반,4.25,4.5,7,2,1,2019-04-30,45
GD235669,F,2015-07-01,,0,C01,0_종일,CA1,2_일반,4.666666666666667,4.5,7,2,1,2019-04-30,45
AS637476,F,2015-07-01,,0,C02,1_주간,CA1,2_일반,4.25,4.5,5,3,1,2019-04-30,45
AS171994,M,2015-07-01,,0,C03,2_야간,CA1,2_일반,4.583333333333333,5.0,6,3,1,2019-04-30,45
PL245159,F,2015-07-01,,0,C02,1_주간,CA1,2_일반,4.416666666666667,5.0,7,2,1,2019-04-30,45
GD470986,M,2015-07-01,,0,C03,2_야간,CA1,2_일반,4.083333333333333,4.5,6,1,1,2019-04-30,45
HD287652,M,2015-07-01,,0,C03,2_야간,CA1,2_일반,4.333333333333333,4.0,6,3,1,2019-04-30,45
AS933597,M,2015-07-01,,0,C01,0_종일,CA1,2_일반,3.9166666666666665,3.5,8,1,1,2019-04-30,45
PL787344,F,2015-07-01,,0,C02,1_주간,CA1,2_일반,3.3333333333333335,3.0,6,1,1,2019-04-30,45
IK313475,M,2015-07-01,,0,C03,2_야간,CA1,2_일반,5.583333333333333,5.5,7,3,1,2019-04-30,45
OA986961,F,2015-07-01,,0,C01,0_종일,CA1,2_일반,4.666666666666667,4.0,8,3,1,2019-04-30,45
OA266742,M,2015-07-01,,0,C02,1_주간,CA1,2_일반,5.583333333333333,5.5,8,3,1,2019-04-30,45
IK461411,F,2015-07-01,,0,C02,1_주간,CA1,2_일반,4.833333333333333,5.0,7,2,1,2019-04-30,45
TS244750,F,2015-07-01,,0,C01,0_종일,CA1,2_일반,4.75,4.0,7,3,1,2019-04-30,45
OA753193,M,2015-07-01,,0,C01,0_종일,CA1,2_일반,4.666666666666667,5.0,8,2,1,2019-04-30,45
GD084870,M,2015-07-01,,0,C01,0_종일,CA1,2_일반,4.166666666666667,4.5,6,2,1,2019-04-30,45
HD453390,M,2015-07-01,,0,C03,2_야간,CA1,2_일반,4.0,4.0,7,2,1,2019-04-30,45
GD138948,F,2015-07-01,,0,C03,2_야간,CA1,2_일반,4.916666666666667,5.0,8,1,1,2019-04-30,45
TS673226,F,2015-07-01,,0,C02,1_주간,CA1,2_일반,4.75,4.0,8,3,1,2019-04-30,45
IK357051,M,2015-07-01,,0,C01,0_종일,CA1,2_일반,4.25,4.0,8,2,1,2019-04-30,45
HI859298,M,2015-07-01,,0,C03,2_야간,CA1,2_일반,3.8333333333333335,4.0,5,1,1,2019-04-30,45
AS065870,M,2015-07-01,,0,C01,0_종일,CA1,2_일반,4.666666666666667,4.0,8,3,1,2019-04-30,45
GD700613,F,2015-07-01,,0,C02,1_주간,CA1,2_일반,4.0,4.0,7,2,1,2019-04-30,45
TS554037,F,2015-07-01,,0,C03,2_야간,CA1,2_일반,4.833333333333333,5.0,7,2,1,2019-04-30,45
PL827485,F,2015-07-01,,0,C01,0_종일,CA1,2_일반,4.416666666666667,4.0,8,1,1,2019-04-30,45
AS828426,M,2015-07-01,,0,C03,2_야간,CA1,2_일반,4.166666666666667,4.0,6,1,1,2019-04-30,45
GD009242,F,2015-07-01,,0,C02,1_주간,CA1,2_일반,4.75,5.0,7,2,1,2019-04-30,45
HI092194,F,2015-07-01,,0,C01,0_종일,CA1,2_일반,4.833333333333333,4.5,9,3,1,2019-04-30,45
PL812388,M,2015-07-01,,0,C03,2_야간,CA1,2_일반,4.416666666666667,5.0,7,2,1,2019-04-30,45
OA025439,M,2015-07-01,,0,C01,0_종일,CA1,2_일반,4.583333333333333,4.0,8,2,1,2019-04-30,45
TS023216,F,2015-07-01,,0,C02,1_주간,CA1,2_일반,4.25,4.0,8,1,1,2019-04-30,45
TS440617,F,2015-07-01,,0,C02,1_주간,CA1,2_일반,4.666666666666667,5.0,7,2,1,2019-04-30,45
HI525283,F,2015-07-01,,0,C03,2_야간,CA1,2_일반,4.833333333333333,5.0,6,4,1,2019-04-30,45
GD812702,F,2015-07-01,,0,C01,0_종일,CA1,2_일반,4.416666666666667,5.0,7,1,1,2019-04-30,45
IK560941,F,2015-07-01,,0,C02,1_주간,CA1,2_일반,4.666666666666667,5.0,6,3,1,2019-04-30,45
GD914874,F,2015-07-01,,0,C03,2_야간,CA1,2_일반,4.666666666666667,4.0,8,3,1,2019-04-30,45
AS726714,M,2015-07-01,,0,C01,0_종일,CA1,2_일반,4.333333333333333,4.5,6,2,1,2019-04-30,45
HI639424,M,2015-07-01,,0,C03,2_야간,CA1,2_일반,4.833333333333333,5.5,8,1,1,2019-04-30,45
OA310354,M,2015-07-01,,0,C01,0_종일,CA1,2_일반,4.5,5.0,7,3,1,2019-04-30,45
HI720107,F,2015-07-01,,0,C02,1_주간,CA1,2_일반,4.583333333333333,5.0,7,1,1,2019-04-30,45
HD296157,M,2015-07-01,,0,C01,0_종일,CA1,2_일반,4.25,4.0,7,2,1,2019-04-30,45
AS015315,M,2015-07-01,,0,C01,0_종일,CA1,2_일반,4.833333333333333,5.0,7,3,1,2019-04-30,45
HD625027,M,2015-07-01,,0,C03,2_야간,CA1,2_일반,4.75,5.0,8,3,1,2019-04-30,45
HI323901,M,2015-07-01,,0,C01,0_종일,CA1,2_일반,4.833333333333333,5.0,7,3,1,2019-04-30,45
TS614929,F,2015-07-01,,0,C03,2_야간,CA1,2_일반,4.416666666666667,4.5,6,3,1,2019-04-30,45
AS868124,M,2015-07-01,,0,C01,0_종일,CA1,2_일반,4.916666666666667,5.5,7,2,1,2019-04-30,45
HI499195,F,2015-07-01,,0,C02,1_주간,CA1,2_일반,3.6666666666666665,3.0,7,2,1,2019-04-30,45
PL445190,M,2015-07-01,,0,C01,0_종일,CA1,2_일반,3.8333333333333335,4.0,5,2,1,2019-04-30,45
PL117922,F,2015-07-01,,0,C02,1_주간,CA1,2_일반,3.9166666666666665,3.0,7,1,1,2019-04-30,45
GD837157,F,2015-07-01,,0,C01,0_종일,CA1,2_일반,5.416666666666667,6.0,7,2,1,2019-04-30,45
OA375487,M,2015-07-01,,0,C01,0_종일,CA1,2_일반,4.083333333333333,4.5,6,1,1,2019-04-30,45
PL863573,F,2015-08-01,,0,C01,0_종일,CA1,2_일반,5.166666666666667,5.0,8,3,1,2019-04-30,44
IK155697,F,2015-08-01,,0,C01,0_종일,CA1,2_일반,4.25,5.0,6,1,1,2019-04-30,44
AS132988,M,2015-08-01,,0,C01,0_종일,CA1,2_일반,5.333333333333333,5.5,7,2,1,2019-04-30,44
HI708658,F,2015-08-01,,0,C01,0_종일,CA1,2_일반,4.166666666666667,4.0,7,1,1,2019-04-30,44
TS223691,M,2015-08-01,,0,C01,0_종일,CA1,2_일반,4.083333333333333,4.0,6,2,1,2019-04-30,44
OA823412,M,2015-08-01,,0,C01,0_종일,CA1,2_일반,5.5,6.0,8,3,1,2019-04-30,44
OA545809,M,2015-08-01,,0,C01,0_종일,CA1,2_일반,4.333333333333333,4.0,6,3,1,2019-04-30,44
AS386696,F,2015-08-01,,0,C02,1_주간,CA1,2_일반,4.0,4.0,6,2,1,2019-04-30,44
IK219142,M,2015-08-01,,0,C03,2_야간,CA1,2_일반,4.75,4.5,7,2,1,2019-04-30,44
HI428108,F,2015-08-01,,0,C02,1_주간,CA1,2_일반,5.0,5.0,8,3,1,2019-04-30,44
TS803730,M,2015-08-01,,0,C03,2_야간,CA1,2_일반,4.75,5.0,6,3,1,2019-04-30,44
GD266112,M,2015-08-01,,0,C03,2_야간,CA1,2_일반,3.75,4.0,6,2,1,2019-04-30,44
GD687485,M,2015-08-01,,0,C01,0_종일,CA1,2_일반,4.916666666666667,5.0,7,2,1,2019-04-30,44
TS861244,F,2015-08-01,,0,C02,1_주간,CA1,2_일반,4.5,4.0,7,3,1,2019-04-30,44
OA313854,M,2015-08-01,,0,C03,2_야간,CA1,2_일반,3.75,3.5,7,1,1,2019-04-30,44
PL101549,M,2015-08-01,,0,C03,2_야간,CA1,2_일반,4.75,4.5,7,3,1,2019-04-30,44
OA484479,F,2015-08-01,,0,C01,0_종일,CA1,2_일반,4.166666666666667,5.0,6,1,1,2019-04-30,44
HI978590,F,2015-08-01,,0,C01,0_종일,CA1,2_일반,5.166666666666667,5.0,9,3,1,2019-04-30,44
HD405727,M,2015-08-01,,0,C01,0_종일,CA1,2_일반,3.5833333333333335,4.0,5,1,1,2019-04-30,44
HD145501,M,2015-08-01,,0,C03,2_야간,CA1,2_일반,4.916666666666667,5.0,7,3,1,2019-04-30,44
HI920533,M,2015-08-01,,0,C03,2_야간,CA1,2_일반,5.0,5.5,8,2,1,2019-04-30,44
TS386881,F,2015-08-01,,0,C01,0_종일,CA1,2_일반,4.416666666666667,4.5,6,1,1,2019-04-30,44
TS864496,M,2015-08-01,,0,C01,0_종일,CA1,2_일반,4.583333333333333,4.0,8,2,1,2019-04-30,44
OA278526,F,2015-08-01,,0,C02,1_주간,CA1,2_일반,4.916666666666667,5.0,6,3,1,2019-04-30,44
GD639344,F,2015-08-01,,0,C02,1_주간,CA1,2_일반,3.8333333333333335,4.5,5,2,1,2019-04-30,44
HD862235,M,2015-08-01,,0,C01,0_종일,CA1,2_일반,4.166666666666667,4.0,6,1,1,2019-04-30,44
HI531972,M,2015-08-01,,0,C03,2_야간,CA1,2_일반,4.083333333333333,4.0,7,1,1,2019-04-30,44
OA368057,F,2015-08-01,,0,C01,0_종일,CA1,2_일반,3.5833333333333335,4.0,6,2,1,2019-04-30,44
TS675030,M,2015-08-01,,0,C03,2_야간,CA1,2_일반,4.833333333333333,5.0,9,2,1,2019-04-30,44
OA085890,M,2015-08-01,,0,C01,0_종일,CA1,2_일반,3.9166666666666665,4.0,6,2,1,2019-04-30,44
PL876202,F,2015-08-01,,0,C02,1_주간,CA1,2_일반,4.166666666666667,4.0,7,2,1,2019-04-30,44
OA250167,F,2015-08-01,,0,C01,0_종일,CA1,2_일반,4.166666666666667,4.0,7,2,1,2019-04-30,44
TS357089,M,2015-08-01,,0,C01,0_종일,CA1,2_일반,4.416666666666667,4.5,6,2,1,2019-04-30,44
OA869136,F,2015-08-01,,0,C02,1_주간,CA1,2_일반,4.083333333333333,4.0,6,3,1,2019-04-30,44
TS147383,F,2015-08-01,,0,C03,2_야간,CA1,2_일반,3.75,4.0,5,1,1,2019-04-30,44
AS875048,M,2015-08-01,,0,C03,2_야간,CA1,2_일반,5.166666666666667,5.0,8,3,1,2019-04-30,44
GD687670,M,2015-08-01,,0,C03,2_야간,CA1,2_일반,4.333333333333333,4.5,7,2,1,2019-04-30,44
IK787243,M,2015-08-01,,0,C03,2_야간,CA1,2_일반,4.333333333333333,5.0,6,2,1,2019-04-30,44
AS092144,F,2015-08-01,,0,C01,0_종일,CA1,2_일반,4.333333333333333,4.0,8,1,1,2019-04-30,44
IK446815,M,2015-08-01,,0,C03,2_야간,CA1,2_일반,5.333333333333333,5.5,9,2,1,2019-04-30,44
TS085215,M,2015-08-01,,0,C03,2_야간,CA1,2_일반,5.25,5.0,7,2,1,2019-04-30,44
PL652437,F,2015-08-01,,0,C02,1_주간,CA1,2_일반,4.833333333333333,5.0,7,2,1,2019-04-30,44
HI929904,M,2015-08-01,,0,C01,0_종일,CA1,2_일반,4.416666666666667,4.0,6,3,1,2019-04-30,44
HD733934,M,2015-08-01,,0,C01,0_종일,CA1,2_일반,4.666666666666667,5.0,7,2,1,2019-04-30,44
IK516841,F,2015-08-01,,0,C01,0_종일,CA1,2_일반,4.583333333333333,5.0,6,3,1,2019-04-30,44
HI072340,F,2015-08-01,,0,C02,1_주간,CA1,2_일반,5.083333333333333,4.5,9,3,1,2019-04-30,44
HI963277,M,2015-08-01,,0,C03,2_야간,CA1,2_일반,3.8333333333333335,4.0,6,2,1,2019-04-30,44
